CD_A,PER,ENT,CON,V_SEL,N_HOG,N_REN,S3P1,S3P1_2,S3P2,S3P2_ES,S3P3,S3P4_1,S3P4_2,S3P4_3,S3P4_4,S3P4_5,S3P4_6,S3P4_7,S3P5,S3P5_ES,S3P6,S3P7,S3P7_1_1,S3P7_1_2,S3P7_1_3,S3P7_1_4,S3P7_1_5,S3P7_2_1,S3P7_2_2,S3P7_2_3,S3P7_2_4,S3P7_2_5,S3P8,S3P9,S3P10,S3P11_ES,S3P12_C,S3P12_ES,S3P13_ES,S3P14_C,S3P14_ES,S3P15,S4P1_1,S4P1_2,S4P1_3,S4P1_4,S4P1_5,S4P1_6,S4P1_7,S4P1_8,S4P1_1_1A,S4P1_1_2A,S4P1_1_3A,S4P1_1_4A,S4P1_1_5A,S4P1_1_6A,S4P1_1_7A,S4P1_1_8A,S4P1_1_ESA,S4P1_1_1B,S4P1_1_2B,S4P1_1_3B,S4P1_1_4B,S4P1_1_5B,S4P1_1_6B,S4P1_1_7B,S4P1_1_8B,S4P1_1_ESB,S4P1_1_1C,S4P1_1_2C,S4P1_1_3C,S4P1_1_4C,S4P1_1_5C,S4P1_1_6C,S4P1_1_7C,S4P1_1_8C,S4P1_1_ESC,S4P1_2_1,S4P1_2_2,S4P1_2_3,S4P1_2_4,S4P1_2_5,S4P1_2_6,S4P1_2_7,S4P2_1,S4P2_2,S4P2_3,S4P2_4,S4P2_5,S4P2_6,S4P2_7,S4P2_8,S4P3_1,S4P3_2,S4P3_3,S4P3_4,S4P3_5,S4P3_6,S4P3_7,S4P3_8,S4P3_9,S4P4,S4P4_1,S4P4_2,S4P4_3,S4P4_4,S4P5,S4P5_1,S4P5_2,S4P5_3,S4P5_4,S4P6,S4P6_1,S4P6_2,S4P6_3,S4P6_4,S4P6_5,S4P7,S4P7_1,S4P7_2,S4P7_3,S4P7_4,S4P7_5,S4P8,S4P8_1_1,S4P8_1_2,S4P8_1_ES,S4P9,S4P10,S4P10_1,S4P11_1,S4P11_2,S4P11_3,S4P11_4,S4P11_5,S4P11_6,S4P11_7,S4P11_8,S4P11_9,S4P11_10,S4P11_11,S4P11_12,S4P11_13,S4P11_14,S4P11_15,S4P11_16,S4P11_17,S4P11_ES,S4P12_1,S4P12_2,S4P12_3,S4P12_4,S4P12_5,S4P12_6,S4P12_7,S4P12_8,S4P12_9,S4P12_10,S4P12_1_1,S4P12_1_2,S4P12_1_3,S4P12_1_4,S4P12_1_5,S4P12_1_6,S4P12_1_7,S4P12_1_8,S4P12_1_9,S4P12_1_10,S4P12_1_ES,S4P12_2_1,S4P12_2_2,S4P12_2_3,S4P12_2_4,S4P12_2_5,S4P12_2_6,S4P12_2_7,S4P12_2_8,S4P12_2_ES,S4P13_1,S4P13_2,S4P13_3,S4P14_1,S4P14_2,S4P14_3,S4P14_4,S4P14_5,S4P14_6,S4P14_7,S4P14_8,S4P14_9,S4P14_10,S4P14_11,S4P14_12,S4P14_13,S4P14_14,S4P14_15,S4P14_16,S4P14_17,S4P15_1,S4P15_2,S4P15_3,S4P15_4,S4P15_5,S4P15_6,S4P15_7,S4P15_8,S4P15_9,S4P15_10,S4P15_11,S4P15_12,S4P15_13,S4P15_14,S4P15_15,S4P16_1,S4P16_2,S4P16_3,S4P16_4,S4P16_5,S4P16_6,S4P16_7,S4P17_1,S4P17_2,S4P17_3,S4P17_4,S4P17_5,S4P17_6,S4P17_7,S4P17_8,S4P17_9,S4P17_10,S4P17_11,S4P17_12,S4P17_13,S4P17_14,FAC
ww,1117,	01,40018,3,1,	01,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,"SURTIR MERCANCIA, REALIZAR INVENTARIO Y ACOMODAR",42,ENCARADO DE TIENDA DE ROPA,ROPA Y CALZADO ZONA OUTLET,46,VENTA Y COMPRA DE ROPA Y CALZADO PARA CABALLERO EN UN LOCAL,2,2,1,2,2,2,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,3,3,4,2,2,5,3,2,4,6,1,,,,5,1,,4,,,,,,,6,36,12,18,6,,,,,,,,1,2,,,1,1,12,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,1,3,3,3,3,3,5,7,7,10,10,10,7,3,10,2,5,5,8,8,4,3,4,2,2,4,2,4,4,4,4,4,3,3,2,1,1,1,2,2,1,1,3,1,2,3,2,2,3,3,2,2,2,2,1,2,5072
43,1117,13,40158,2,1,	01,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,AYUNDANTE DE SUBIR Y BAJAR PRODUCTO,93,AYUDATE GENERAL,SAMS,46,PRODUCTOS A MAYOREO DE DESPENSA,2,2,3,3,4,4,4,4,4,,,,,,,,,,2,2,2,2,1,2,2,2,,1,2,2,2,1,2,2,2,,2,2,2,1,2,2,2,2,3,4,4,3,3,4,4,2,3,6,5,1,4,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,2,2,2,2,2,2,,3,2,2,6,8,8,7,6,6,7,7,6,8,7,9,8,6,8,7,8,3,2,3,3,3,3,2,3,2,3,3,3,3,2,3,3,2,2,3,2,2,2,2,3,3,3,2,2,3,3,3,3,2,2,3,3,3172
43,1117,13,40158,5,1,	01,4,3,,,,,,,,,,,1,,19,2,,,,,,1,1,1,2,2,1,,1,PREPARAR ALIMENTOS EN UN RESTAURANT,51,EMPLEADA,CAFE MADERO,72,SERVICIO DE COMIDA CAFE,2,3,4,3,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,2,2,2,4,4,2,2,2,4,4,5,6,2,3,1,,,,7,1,,6,,,,,,,7,12,6,,6,,7,12,8,,4,,2,,,,1,1,7,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,2,2,2,,,,,,,,,,,1,2,2,8,9,9,8,9,9,9,10,9,8,7,9,8,8,8,9,9,2,1,2,2,1,2,1,2,3,3,3,2,2,1,2,2,1,2,1,2,3,3,1,2,1,2,2,1,2,3,3,2,1,1,2,2,1586
43,1117,13,40168,4,1,	02,3,3,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,3,4,2,4,4,2,2,2,,,,,,,,,,2,2,1,2,2,2,2,2,,2,1,2,2,2,2,2,2,,2,2,1,1,2,2,1,3,4,4,4,4,3,4,4,4,5,6,1,2,3,,,,4,1,,3,,,,,,,,,,,,,,,,,,,2,,,,1,1,21,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,2,2,,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,1,1,1,1,2,2,2,2,,1,4,1,6,8,5,4,4,4,5,5,2,2,5,7,9,1,1,6,8,3,3,4,3,2,2,5,3,3,4,4,3,3,5,3,5,5,5,5,5,5,5,2,2,3,3,3,3,3,3,3,3,1,1,3,3,5548
43,1117,13,40168,3,1,	04,7,4,5341,DERECHO,3,1,1,2,1,1,2,2,1,,21,1,2,2,1,1,2,,,,,,4,5,,,,,,,,,4,3,3,3,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,4,3,3,3,2,3,3,3,5,4,1,2,6,3,,,,10,2,,8,,,,,,,,,,,,,1,1,1,,,,1,1,,,1,1,30,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,1,1,8,9,8,8,8,8,8,8,7,6,5,7,8,7,8,8,8,2,3,3,2,1,1,2,3,3,4,3,2,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,3,3,2,2,2,2,6935
43,1117,13,40168,5,1,	01,4,3,,,,,,,,,,,1,,18,2,,,,,,2,2,2,2,2,1,,1,ADMINISTRATIVO,31,ADMINISTRATIVO,NO LO PROPORCIONO,99,NO LO PROPORCIONO,2,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,2,2,3,3,3,3,3,4,3,2,3,5,6,1,2,4,,,,14,7,,7,,7,3,1,3,,1,10,1,4,5,,,,,,,,1,1,2,,1,1,35,2,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,1,2,2,2,2,2,2,2,,1,1,1,8,8,7,8,6,8,7,7,7,9,7,9,9,6,5,9,9,3,3,4,2,2,2,2,4,4,5,5,2,2,2,3,2,2,2,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5548
43,1117,13,40168,1,1,	04,7,2,5335,INGENIERIA EN GESYTION EMPRESARIAL,3,2,1,2,1,2,2,2,1,,19,1,1,2,1,2,1,,,,,,4,5,,,,,,,,,1,3,2,3,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,2,2,1,1,2,2,3,2,3,2,3,5,4,6,3,1,2,,,,10,1,1,6,2,,,,,,,,,,,,,,,,,,1,1,,,1,1,13,2,1,2,2,2,1,1,1,1,1,2,2,1,2,1,2,2,,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,2,8,8,8,9,8,8,8,9,8,7,8,9,8,7,8,9,8,3,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,3,1,1,3,3,1,1,1,1,1,1,5548
43,1117,13,40202,2,1,	01,4,2,,,,,,,,,,,1,,35,2,,,,,,1,2,2,2,2,1,,4,EMPACADOR,97,EMPACADOR,SORIANA,46,VENTA DE ARTICULOS PARA EL HOGAR,2,2,4,3,3,4,3,3,4,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,,1,1,2,1,1,2,2,2,4,3,3,4,3,2,4,2,5,3,1,4,6,,,,21,,,21,,,,,,,,,,,,,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,1,2,2,2,1,2,2,2,,1,1,1,2,5,1,5,1,6,6,6,4,7,7,10,6,2,10,5,8,3,3,4,3,2,2,2,3,1,3,4,3,3,2,3,2,2,2,2,2,2,2,1,3,2,2,1,1,1,3,2,2,2,1,1,1,1484
43,1117,13,40202,1,1,	01,7,5,5531,ARQUITECTURA,3,1,2,2,2,2,2,1,2,,30,2,,,,,,2,2,1,2,1,1,,1,SUPERVISAR OBRA,16,RESIDENTE DE OBRA,AVILLAQ,23,PROYECTOS DE INVERSION AUDITORIAS YCONSTRUCCION,2,2,3,2,2,2,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,2,2,3,2,1,1,3,4,5,2,4,3,6,1,,,,,,,,,,,,,,2,5,,2,2,1,,,,,,,1,1,,,1,1,25,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,2,2,,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,3,2,2,7,9,7,7,8,8,9,8,7,7,9,9,7,7,7,8,8,3,3,4,2,2,2,2,3,2,2,3,2,2,2,2,2,1,1,3,3,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1484
43,1117,13,40202,5,1,	02,4,2,,,,,,,,,,,1,,17,2,,,,,,2,2,2,1,1,1,,1,ELABORA PASTELES GELATINAS,75,REPOSTERA,NINGUNO,31,VENTA DE POSTRES,2,3,4,3,3,2,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,1,3,4,3,3,3,3,2,4,5,6,4,1,2,3,,,,6,1,,4,1,10,3,2,5,,7,10,1,1,8,,,,,,,,2,,,,1,1,15,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,,1,1,2,2,2,2,2,1,2,1,,,,,,,,,,,,1,2,2,2,2,2,2,2,,1,2,2,8,8,8,7,8,7,10,10,7,7,7,10,8,7,6,9,9,3,3,4,2,1,1,2,3,3,3,4,2,3,2,3,1,2,3,3,3,1,1,2,2,2,2,4,3,2,2,2,3,2,3,2,2,1484
43,1117,13,40202,4,1,	01,7,6,5711,MEDICO GENERAL,3,1,1,1,1,1,2,2,1,,23,2,,,,,,1,2,2,2,2,1,,5,ADMINISTRATIVAS MANEJO DE PERSONAL Y CONSULTAS MEDICAS,12,DUEÑA DE CLINICA SANATORIA SANTA MARIA,SANATORIO SANTA MARIA,62,ATENCION DE PACIENTES,2,3,3,2,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,2,3,2,3,3,3,3,3,4,5,6,1,3,2,4,,,,21,9,,12,,8,,,8,,,,,,,,3,15,9,,6,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,2,2,2,2,2,1,LA EDAD,2,4,4,7,8,7,6,4,8,5,5,9,8,7,9,7,7,7,8,6,3,2,3,4,3,2,3,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,3,3,3,2,1,2,2,742
43,1117,13,40202,3,1,	04,4,3,,,,,,,,,,,1,,18,2,,,,,,2,2,2,1,2,6,5,,,,,,,,,4,4,3,4,3,3,4,4,,,,,,,,,,2,2,2,2,1,2,2,2,,,,,,,,,,,2,2,2,1,1,2,2,4,4,3,3,4,4,4,4,2,3,4,6,1,5,,,,28,10,2,16,,20,6,2,12,,,,,,,,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,1,1,,,,,,,,,,,,1,2,2,2,2,2,2,2,,2,2,2,6,7,6,7,7,8,7,7,7,8,7,10,10,5,9,9,9,3,3,4,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,3,3,3,2,2,2,2,2968
43,1117,13,40212,5,1,	01,4,3,,,,,,,,,,,2,,28,1,2,2,2,2,2,,,,,,1,,1,PROGRAMAR PRESUPUESTO,25,AUXILIAR ADMINISTRATIVO,PRESIDENCIA MUNICIPAL,93,CHECAR OBRAS EN GENERA,2,2,3,3,3,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,3,3,3,3,3,2,3,3,5,4,2,6,1,,,,14,7,1,6,,,,,,,1,1,,1,,,,,,,,,1,1,2,,1,1,21,2,1,1,1,2,1,2,1,1,1,1,2,1,2,1,2,2,,1,1,2,2,2,2,2,1,1,1,,,,,,,,,,,,2,1,2,1,1,2,2,2,,2,1,1,5,8,10,10,5,7,8,8,10,10,8,10,8,5,5,10,10,3,3,4,3,2,2,2,2,3,3,4,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,4,3,1,2,2,1,1,3,1,1,2704
43,1117,13,40212,3,1,	02,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,LIMPIEZA EN VIVIENDAS,96,EMPLEADA DOMESTICA,NINGUNO,81,NINGUNO,2,3,3,3,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,5,6,2,4,1,,,,20,5,5,10,,36,20,5,10,1,,,,,,,,,,,,,2,,,,1,1,18,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,2,2,,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,,,,,,,,,,,2,2,3,7,7,7,7,9,7,8,8,7,8,8,8,9,5,6,9,9,4,3,4,4,2,3,3,3,2,3,4,3,2,2,4,1,2,2,3,3,3,2,1,2,3,3,3,3,3,3,4,3,3,2,2,2,2704
43,1117,13,40212,2,1,	01,4,1,,,,,,,,,,,1,,19,2,,,,,,2,2,1,2,2,1,,1,HABLAR POR TELEFONO PARA COBRAR A CLIENTES,31,TELEOPERADOR,ATENTO,56,AL COBRO DE CARTERAS DE CLIOENTES DE UN BANCO,2,2,4,3,4,2,2,2,3,,,,,,,,,,2,2,1,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,5,4,3,2,6,1,,,,21,7,7,7,,,,,,,,,,,,,,,,,,,1,2,,,1,1,7,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,,2,2,2,2,2,2,2,1,2,1,,,,,,,,,,,,2,2,2,1,1,2,2,2,,1,1,1,7,7,8,8,8,8,8,8,8,9,7,9,9,7,7,9,9,2,2,4,2,2,2,2,3,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,3,3,2704
43,1117,13,40212,1,1,	01,7,5,5510,INGENIERIA,3,1,1,2,2,2,1,1,1,,24,2,,,,,,2,2,2,1,1,1,,4,CAPACITA A PERSONAS EN EL AMBITO AGRONOMO RURAL,22,CAPACITADOR,NINGUNO,54,CAPACITACION A LAS PERSONAS RURALES DEDICADAS AL AMBITO AGRONOMO,2,2,1,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,1,1,2,1,3,3,3,3,3,2,5,3,4,1,2,6,,,,7,4,1,2,,14,7,2,5,,5,10,2,5,3,,,,,,,,1,1,2,,1,1,20,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,,2,2,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,,1,1,1,8,9,8,8,9,8,10,9,7,9,7,10,8,6,6,9,9,3,3,3,3,2,2,2,2,3,3,4,2,2,2,3,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1352
43,1117,13,40227,2,1,	01,7,5,5334,CONTADURIA,3,2,2,2,1,1,2,2,1,,22,2,,,,,,2,2,2,1,2,1,,1,ADMINISTRATIVAS,21,CONTADORA,IMSSS,62,SERVICIO DE SLUD,1,3,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,2,2,3,3,3,3,3,3,3,2,4,5,6,1,3,2,,,,15,5,3,7,,7,2,2,3,,,,,,,,,,,,,,1,1,2,,1,1,20,1,1,2,1,2,2,1,1,2,2,2,2,1,1,1,2,2,,2,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,,1,1,1,7,8,7,7,7,8,8,8,7,8,7,10,8,6,6,9,9,3,3,4,2,1,1,2,3,3,3,4,2,2,2,3,2,2,2,3,3,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,703
43,1117,13,40227,4,1,	01,4,2,,,,,,,,,,,1,,20,2,,,,,,1,2,1,2,1,6,5,,,,,,,,,3,3,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,1,1,3,3,3,3,3,3,3,3,6,3,2,4,5,1,,,,5,2,2,1,,,,,,,1,1,,1,,,1,1,1,,,,1,1,,,1,1,10,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,1,1,5,7,7,8,8,8,9,8,7,8,8,10,9,7,7,8,8,3,3,3,2,1,1,3,3,3,3,4,2,2,1,3,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2109
43,1117,13,40227,5,1,	02,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,ARREGLAR MAQUINAS DE CALCETINES,26,MECANICO,PRODUCTORA ARITA,31,HACER CALCETINES PARA VENDER POR MAYOREO,2,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,5,6,1,2,4,,,,14,3,,11,,,,,,,,,,,,,,,,,,,2,,,,1,1,14,2,2,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,,2,2,2,2,2,2,2,1,2,1,,,,,,,,,,,,1,2,2,2,1,2,2,2,,1,2,2,7,8,7,8,8,9,8,8,9,9,9,10,9,7,10,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2109
43,1117,13,40227,3,1,	04,4,3,,,,,,,,,,,1,,17,1,2,2,1,1,1,,,,,,4,5,,,,,,,,,1,3,2,3,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,1,1,2,3,3,4,3,3,2,3,5,4,3,2,1,6,,,,8,1,,7,,4,1,,3,,2,13,2,8,3,,,,,,,,1,1,,,1,1,54,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,4,1,7,8,7,7,9,9,9,9,7,9,8,9,9,8,10,8,9,2,2,2,3,2,2,2,3,2,2,3,3,3,2,3,2,2,2,3,3,1,2,1,2,2,3,2,2,2,3,2,2,2,2,2,2,2812
43,1117,13,40227,1,1,	02,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,COCINA ECONOMICA,51,C0CINERA,NINGUNO,72,NINGUNO,2,4,4,3,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,2,4,4,3,3,3,2,3,4,4,5,6,2,3,1,,,,8,1,1,6,,,,,,,,,,,,,,,,,,,2,,,,1,1,5,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,2,2,1,2,2,2,,1,2,2,8,6,10,5,5,10,3,3,1,5,5,1,1,7,9,10,10,3,3,4,3,2,2,3,3,3,4,4,2,2,2,2,2,3,2,2,3,2,3,2,3,2,3,3,2,3,2,3,3,3,2,3,3,2812
43,1117,13,40280,1,1,	02,6,3,2814,SECRETARIA EN AREAS CONTABLES Y COMERCIALES,2,,,,,,,,1,,15,2,,,,,,2,2,2,2,2,1,,1,APLICAR UÑAS DE ACRILICO Y GEL,52,TECNICA EN UÑAS,ESTETICA GINA,81,CORTE Y CONFECCION Y ARREGHÑLO PERSONAL,2,3,4,4,4,4,4,3,4,2,2,1,2,2,2,2,2,,2,2,1,2,2,2,2,2,,2,2,1,2,2,2,2,2,,,,,,,,,3,4,4,4,4,4,4,4,3,5,6,2,1,4,,,,3,3,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,2,1,,,,,,,,,,,,2,2,2,1,2,2,2,2,,1,2,2,7,9,5,4,9,5,7,5,10,5,4,10,9,8,4,4,6,3,3,4,3,2,3,3,3,3,3,3,3,4,4,3,5,5,3,3,5,5,5,2,2,3,3,3,2,2,2,3,3,3,2,3,3,2414
43,1117,13,40280,2,1,	01,3,3,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,3,3,4,4,4,3,4,4,2,2,1,2,2,2,1,2,,2,2,1,2,2,2,1,2,,2,2,1,2,2,2,2,2,,,,,,,,,3,3,4,4,4,3,4,4,4,5,6,1,3,2,,,,14,7,,7,,,,,,,,,,,,,,,,,,,2,,,,1,1,32,2,1,2,1,2,2,2,1,2,1,2,2,1,2,1,1,2,,2,2,2,2,2,2,2,1,2,1,,,,,,,,,,,,2,2,2,1,1,2,2,2,,1,1,1,8,8,6,7,6,1,8,10,9,9,7,10,8,5,2,7,10,3,4,4,3,3,2,3,3,4,4,4,3,2,3,3,2,1,1,3,4,1,1,2,2,3,3,2,3,2,3,3,3,2,3,3,3,1207
43,1117,13,40280,3,1,	02,2,6,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,VENDER COMIDA PREPARADA,51,COMERCIANTE Y COCINERA,SIN NOMBRE,72,VENDER COMIDA EN GENERAL EN SU CASA,2,4,4,4,4,4,4,3,4,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,,2,4,4,4,4,4,4,4,1,3,6,4,5,2,,,,7,3,,4,,7,3,,4,,,,,,,,,,,,,,2,,,,1,1,7,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,2,2,2,2,2,2,,2,1,5,5,7,7,10,10,11,11,11,8,11,11,10,9,10,10,10,11,3,2,4,4,3,3,3,5,3,3,4,2,4,4,2,5,5,5,5,5,5,5,2,2,3,3,3,3,3,3,3,3,2,3,3,3,2414
43,1117,13,40280,4,1,	01,4,3,,,,,,,,,,,1,,17,2,,,,,,1,2,2,1,1,1,,5,INSTRUCTOR DE GIMNASIO,27,INSTRUCTOR,ANIMAL,71,GIMNASIO,2,1,3,2,2,4,4,2,2,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,1,1,2,1,1,1,2,1,2,2,2,4,3,2,2,5,6,3,1,2,4,,,,10,3,3,3,1,15,8,3,3,1,,,,,,,,,,,,,2,,,,1,1,15,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,2,2,,2,2,2,2,2,2,1,1,2,1,,,,,,,,,,,,1,2,2,2,2,2,2,2,,1,1,1,8,6,7,6,8,8,2,2,5,8,5,9,4,2,3,8,9,2,4,4,3,1,1,4,2,4,4,4,2,2,2,3,1,1,2,2,2,1,1,1,1,2,3,3,3,2,1,2,2,3,2,2,2,2414
43,1117,13,40280,5,1,	01,2,6,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,"PELAR POLLO, MATAR Y REMOJAR POLLOS PARA SU VENTA",75,EMPLEADA DE GRANJA,GRANJA ROXOL,31,VENTA DE HUEVO Y POLLO PARA CONSUMO,2,4,4,4,4,3,3,1,4,2,2,1,2,1,2,1,2,,2,2,2,1,2,2,2,2,,,,,,,,,,,1,1,1,1,1,2,2,2,4,2,2,2,2,2,4,4,5,6,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,1,1,2,5,10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,3,3,3,3,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,3,3,1,1,1,1,3,1,1,1207
43,1117,13,40286,2,1,	02,4,3,,,,,,,,,,,1,,18,2,,,,,,2,2,2,2,2,1,,1,LIMPIEZA EN CASAS PARTICULARES,96,EMPLEADA DOMESTICA,NINGUNA,81,CASA PARTICULAR,2,4,4,3,3,4,3,3,3,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,,1,1,1,1,1,2,2,4,4,3,3,4,3,3,2,6,3,2,5,4,1,,,,14,7,,7,,,,,,,3,8,,8,,,,,,,,,2,,,,1,1,17,1,2,2,1,1,2,2,1,2,1,1,2,2,1,1,2,2,,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,1,1,8,8,9,9,10,8,9,9,9,8,9,10,10,8,8,10,10,2,2,4,2,2,1,2,2,1,2,3,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,4827
